 -114.38673210  -58.43569688 -119.87553882  -46.14011641 -111.97165714  -58.30893831 -117.46046386  -46.26687497   -5.48880734   12.29557981   -5.48880734   12.04206270    0.00000000    0.00000000
 -118.11912067  -56.53431845 -123.38837512  -43.85846230 -115.70404571  -56.40755989 -120.97330017  -43.98522086   -5.26925505   12.67585548   -5.26925505   12.42233837    0.00000000    0.00000000
 -121.85150924  -54.63294003 -126.90121143  -41.57680819 -119.43643428  -54.50618147 -124.48613647  -41.70356675   -5.04970276   13.05613114   -5.04970276   12.80261403    0.00000000    0.00000000
 -125.58389781  -52.73156161 -130.41404773  -39.29515408 -123.16882286  -52.60480304 -127.99897277  -39.42191264   -4.83015046   13.43640680   -4.83015046   13.18288969    0.00000000    0.00000000
 -129.31628638  -50.83018318 -133.92688403  -37.01349997 -126.90121143  -50.70342462 -131.51180907  -37.14025853   -4.61059817   13.81668247   -4.61059817   13.56316536    0.00000000    0.00000000
 -133.04867496  -48.92880476 -137.43972033  -34.73184587 -130.63360000  -48.80204620 -135.02464538  -34.85860443   -4.39104587   14.19695813   -4.39104587   13.94344102    0.00000000    0.00000000
 -136.78106353  -47.02742634 -140.95255664  -32.45019176 -134.36598857  -46.90066777 -138.53748168  -32.57695032   -4.17149358   14.57723380   -4.17149358   14.32371669    0.00000000    0.00000000
 -140.51345210  -45.12604791 -144.46539294  -30.16853765 -138.09837714  -44.99928935 -142.05031798  -30.29529621   -3.95194129   14.95750946   -3.95194129   14.70399235    0.00000000    0.00000000
 -144.24584067  -43.22466949 -147.97822924  -27.88688354 -141.83076571  -43.09791093 -145.56315428  -28.01364210   -3.73238899   15.33778513   -3.73238899   15.08426802    0.00000000    0.00000000
 -147.97822924  -41.32329107 -151.49106554  -25.60522943 -145.56315428  -41.19653250 -149.07599059  -25.73198800   -3.51283670   15.71806079   -3.51283670   15.46454368    0.00000000    0.00000000
 -151.71061781  -39.42191264 -155.00390185  -23.32357533 -149.29554285  -39.29515408 -152.58882689  -23.45033389   -3.29328441   16.09833645   -3.29328441   15.84481934    0.00000000    0.00000000
 -155.44300638  -37.52053422 -158.51673815  -21.04192122 -153.02793143  -37.39377566 -156.10166319  -21.16867978   -3.07373211   16.47861212   -3.07373211   16.22509501    0.00000000    0.00000000
 -159.17539496  -35.61915580 -162.02957445  -18.76026711 -156.76032000  -35.49239723 -159.61449949  -18.88702567   -2.85417982   16.85888778   -2.85417982   16.60537067    0.00000000    0.00000000
 -162.90778353  -33.71777737 -165.54241075  -16.47861300 -160.49270857  -33.59101881 -163.12733580  -16.60537156   -2.63462752   17.23916345   -2.63462752   16.98564634    0.00000000    0.00000000
 -166.64017210  -31.81639895 -169.05524706  -14.19695889 -164.22509714  -31.68964039 -166.64017210  -14.32371746   -2.41507523   17.61943911   -2.41507523   17.36592200    0.00000000    0.00000000
 -170.37256067  -29.91502053 -172.56808336  -11.91530479 -167.95748571  -29.78826196 -170.15300840  -12.04206335   -2.19552294   17.99971477   -2.19552294   17.74619767    0.00000000    0.00000000
 -174.10494924  -28.01364210 -176.08091966   -9.63365068 -171.68987428  -27.88688354 -173.66584470   -9.76040924   -1.97597064   18.37999044   -1.97597064   18.12647333    0.00000000    0.00000000
 -177.83733781  -26.11226368 -179.59375596   -7.35199657 -175.42226285  -25.98550512 -177.17868101   -7.47875513   -1.75641835   18.76026610   -1.75641835   18.50674899    0.00000000    0.00000000
 -181.56972638  -24.21088526 -183.10659227   -5.07034246 -179.15465143  -24.08412670 -180.69151731   -5.19710102   -1.53686606   19.14054177   -1.53686606   18.88702466    0.00000000    0.00000000
 -185.30211495  -22.30950683 -186.61942857   -2.78868835 -182.88704000  -22.18274827 -184.20435361   -2.91544692   -1.31731376   19.52081743   -1.31731376   19.26730032    0.00000000    0.00000000
 -189.03450353  -20.40812841 -190.13226487   -0.50703425 -186.61942857  -20.28136985 -187.71718991   -0.63379281   -1.09776147   19.90109310   -1.09776147   19.64757599    0.00000000    0.00000000
 -192.76689210  -18.50674999 -193.64510117    1.77461986 -190.35181714  -18.37999143 -191.23002622    1.64786130   -0.87820917   20.28136876   -0.87820917   20.02785165    0.00000000    0.00000000
 -196.49928067  -16.60537156 -197.15793748    4.05627397 -194.08420571  -16.47861300 -194.74286252    3.92951541   -0.65865688   20.66164442   -0.65865688   20.40812732    0.00000000    0.00000000
 -200.23166924  -14.70399314 -200.67077378    6.33792808 -197.81659428  -14.57723458 -198.25569882    6.21116952   -0.43910459   21.04192009   -0.43910459   20.78840298    0.00000000    0.00000000
 -203.96405781  -12.80261472 -204.18361008    8.61958219 -201.54898285  -12.67585616 -201.76853512    8.49282362   -0.21955229   21.42219575   -0.21955229   21.16867864    0.00000000    0.00000000
 -207.69644638  -10.90123629 -207.69644638   10.90123629 -205.28137143  -10.77447773 -205.28137143   10.77447773    0.00000000   21.80247142    0.00000000   21.54895431    0.00000000    0.00000000
 -211.42883495   -8.99985787 -211.20928269   13.18289040 -209.01376000   -8.87309931 -208.79420773   13.05613184    0.21955229   22.18274708    0.21955229   21.92922997    0.00000000    0.00000000
 -215.16122353   -7.09847945 -214.72211899   15.46454451 -212.74614857   -6.97172089 -212.30704403   15.33778595    0.43910459   22.56302275    0.43910459   22.30950564    0.00000000    0.00000000
   12.29492706 -118.89953074   -0.21955227 -119.53332354   14.71000202 -118.77277218    2.19552269 -119.66008211  -12.51448074   -0.63379277  -12.51448074   -0.88730988    0.00000000    0.00000000
    8.56253849 -116.99815231   -3.73238857 -117.25166944   10.97761345 -116.87139375   -1.31731361 -117.37842800  -12.29492845   -0.25351711  -12.29492845   -0.50703422    0.00000000    0.00000000
    4.83014992 -115.09677389   -7.24522487 -114.97001533    7.24522487 -114.97001533   -4.83014992 -115.09677389  -12.07537616    0.12675855  -12.07537616   -0.12675855    0.00000000    0.00000000
    1.09776134 -113.19539547  -10.75806118 -112.68836122    3.51283630 -113.06863691   -8.34298622 -112.81511978  -11.85582386    0.50703422  -11.85582386    0.25351711    0.00000000    0.00000000
   -2.63462723 -111.29401704  -14.27089748 -110.40670711   -0.21955227 -111.16725848  -11.85582252 -110.53346567  -11.63627157    0.88730988  -11.63627157    0.63379277    0.00000000    0.00000000
   -6.36701580 -109.39263862  -17.78373378 -108.12505300   -3.95194084 -109.26588006  -15.36865882 -108.25181157  -11.41671927    1.26758555  -11.41671927    1.01406844    0.00000000    0.00000000
  -10.09940437 -107.49126020  -21.29657008 -105.84339890   -7.68432941 -107.36450164  -18.88149513 -105.97015746  -11.19716698    1.64786121  -11.19716698    1.39434410    0.00000000    0.00000000
  -13.83179294 -105.58988177  -24.80940639 -103.56174479  -11.41671798 -105.46312321  -22.39433143 -103.68850335  -10.97761469    2.02813688  -10.97761469    1.77461977    0.00000000    0.00000000
  -17.56418151 -103.68850335  -28.32224269 -101.28009068  -15.14910655 -103.56174479  -25.90716773 -101.40684924  -10.75806239    2.40841254  -10.75806239    2.15489543    0.00000000    0.00000000
  -21.29657008 -101.78712493  -31.83507899  -98.99843657  -18.88149513 -101.66036637  -29.42000403  -99.12519513  -10.53851010    2.78868820  -10.53851010    2.53517110    0.00000000    0.00000000
  -25.02895866  -99.88574650  -35.34791529  -96.71678246  -22.61388370  -99.75898794  -32.93284034  -96.84354103  -10.31895781    3.16896387  -10.31895781    2.91544676    0.00000000    0.00000000
  -28.76134723  -97.98436808  -38.86075160  -94.43512836  -26.34627227  -97.85760952  -36.44567664  -94.56188692  -10.09940551    3.54923953  -10.09940551    3.29572242    0.00000000    0.00000000
  -32.49373580  -96.08298966  -42.37358790  -92.15347425  -30.07866084  -95.95623110  -39.95851294  -92.28023281   -9.87985322    3.92951520   -9.87985322    3.67599809    0.00000000    0.00000000
  -36.22612437  -94.18161123  -45.88642420  -89.87182014  -33.81104941  -94.05485267  -43.47134924  -89.99857870   -9.66030092    4.30979086   -9.66030092    4.05627375    0.00000000    0.00000000
  -39.95851294  -92.28023281  -49.39926050  -87.59016603  -37.54343798  -92.15347425  -46.98418555  -87.71692459   -9.44074863    4.69006653   -9.44074863    4.43654942    0.00000000    0.00000000
  -43.69090151  -90.37885439  -52.91209681  -85.30851193  -41.27582655  -90.25209583  -50.49702185  -85.43527049   -9.22119634    5.07034219   -9.22119634    4.81682508    0.00000000    0.00000000
  -47.42329008  -88.47747596  -56.42493311  -83.02685782  -45.00821513  -88.35071740  -54.00985815  -83.15361638   -9.00164404    5.45061785   -9.00164404    5.19710074    0.00000000    0.00000000
  -51.15567865  -86.57609754  -59.93776941  -80.74520371  -48.74060370  -86.44933898  -57.52269445  -80.87196227   -8.78209175    5.83089352   -8.78209175    5.57737641    0.00000000    0.00000000
  -54.88806723  -84.67471912  -63.45060571  -78.46354960  -52.47299227  -84.54796056  -61.03553076  -78.59030816   -8.56253946    6.21116918   -8.56253946    5.95765207    0.00000000    0.00000000
  -58.62045580  -82.77334069  -66.96344202  -76.18189549  -56.20538084  -82.64658213  -64.54836706  -76.30865405   -8.34298716    6.59144485   -8.34298716    6.33792774    0.00000000    0.00000000
